Age,Gender,Income,Education,Nationality,MonthlySpend,PurchaseFreq,PlatformsUsed,MainInfluencerTier,AdFormat,InfluencerCount,MostTrustedPlatform,PurchasedFromInfluencer,WouldRecommend,PurchaseChallenge,InfluencerContentType,WillingnessToTry,WillingnessToPayExtra,MarketingEffectiveness,OnlineCommunityMember,BiggestTurnoff,DiscoveryChannel,PurchaseTimeAfterAd,PurchaseInfluencingFactors
30,Female,10-20k,Masters,Expat-Asian,500-1000,Quarterly,"Snapchat, Facebook",Macro,Post,None,Snapchat,Yes,Yes,Expensive,Story,VeryLikely,11-25%,NotEffective,No,Overpromo,SocialMedia,Immediate,"Friends, Brand"
18,Female,5-10k,Masters,Expat-Western,1000+,Monthly,"TikTok, Instagram",Micro,Reel,None,Instagram,Yes,Yes,HardToFind,Post,Unlikely,1-10%,SomewhatEffective,No,Overpromo,FriendsFamily,Immediate,"Ingredients, Brand"
30,Female,5-10k,Doctorate,Expat-Arab,100-250,Monthly,"YouTube, Instagram",Mega,Reel,1-3,Instagram,No,Yes,Expensive,"Video, Reel",Unlikely,No,SomewhatEffective,No,Overpromo,OnlineSearch,Later,"Reviews, Friends"
31,Female,30k+,Bachelors,Expat-Arab,100-250,Monthly,Instagram,Micro,Story,1-3,Instagram,No,No,NotSure,"Story, Video",Likely,26-50%,HighlyEffective,No,Repetitive,OnlineSearch,Month,"Brand, Influencer"
48,Female,5-10k,HighSchool,Expat-Asian,250-500,Rarely,Facebook,Micro,Post,8+,Facebook,No,No,NotSure,"Post, Video",Likely,1-10%,SomewhatEffective,Yes,Overpromo,OnlineSearch,Week,"Friends, Reviews"
29,Male,10-20k,Bachelors,Emirati,250-500,Weekly,"Facebook, Instagram, YouTube",Macro,Reel,1-3,Facebook,No,No,TooManyOptions,"Video, Reel",Likely,26-50%,SomewhatEffective,No,Repetitive,OnlineSearch,Month,"Reviews, Ingredients"
33,Male,<5k,HighSchool,Emirati,100-250,Monthly,"Instagram, TikTok, Facebook",Micro,Reel,1-3,TikTok,Yes,Yes,NotTrusted,Story,VeryUnlikely,1-10%,Neutral,No,Repetitive,SocialMedia,Immediate,"Ingredients, Reviews"
30,Male,10-20k,HighSchool,Expat-Asian,250-500,Quarterly,"YouTube, Facebook",Micro,Story,1-3,YouTube,Yes,No,NotTrusted,"Video, Reel",VeryLikely,1-10%,SomewhatEffective,Yes,Inauthentic,SocialMedia,Week,"Influencer, Ingredients"
22,Male,<5k,Bachelors,Expat-Asian,<100,Monthly,Facebook,Macro,Video,4-7,Facebook,No,No,NotSure,"Post, Story, Video",Neutral,No,Neutral,No,Unrelatable,OnlineSearch,Month,"Friends, Brand"
38,Female,10-20k,Masters,Expat-Arab,<100,Monthly,"Facebook, Snapchat, YouTube",Micro,Story,8+,Snapchat,Yes,Yes,Expensive,Video,Neutral,11-25%,HighlyEffective,No,Overpromo,SocialMedia,Later,"Brand, Friends"
36,Female,30k+,Bachelors,Expat-Asian,100-250,Monthly,"YouTube, Snapchat",Micro,Story,4-7,Snapchat,No,Yes,TooManyOptions,"Video, Reel",Unlikely,No,HighlyEffective,No,Overpromo,OnlineSearch,Month,"Reviews, Ingredients"
36,Male,5-10k,Bachelors,Expat-Arab,100-250,Monthly,"TikTok, YouTube",Macro,Reel,1-3,TikTok,No,No,TooManyOptions,"Story, Post, Video",Unlikely,No,HighlyEffective,No,Repetitive,Ads,Month,"Price, Friends"
24,Male,<5k,Bachelors,Emirati,100-250,Quarterly,"Facebook, Snapchat, TikTok",Macro,Post,1-3,Facebook,Yes,Yes,TooManyOptions,"Video, Story",Neutral,No,HighlyEffective,Yes,Overpromo,FriendsFamily,Later,"Influencer, Friends"
40,Female,<5k,Bachelors,Expat-Arab,100-250,Quarterly,"TikTok, Facebook",Macro,Video,4-7,TikTok,Yes,No,NotSure,"Post, Video, Story",VeryLikely,No,SomewhatEffective,No,Repetitive,SocialMedia,Week,"Influencer, Brand"
21,Female,5-10k,HighSchool,Expat-Arab,100-250,Monthly,Snapchat,Macro,Story,1-3,Snapchat,No,No,TooManyOptions,"Post, Reel",Likely,No,Neutral,Yes,Unrelatable,FriendsFamily,Month,"Price, Influencer"
35,Male,<5k,Masters,Emirati,100-250,Rarely,"Snapchat, Facebook",Macro,Post,1-3,Facebook,No,No,NotTrusted,"Story, Post",VeryLikely,No,SomewhatEffective,Yes,Overpromo,OnlineSearch,Later,"Friends, Ingredients"
46,Female,<5k,Bachelors,Other,100-250,Monthly,Instagram,Macro,Story,None,Instagram,Yes,Yes,NotSure,Story,Unlikely,26-50%,SomewhatEffective,No,Repetitive,SocialMedia,Week,"Influencer, Brand"
24,Male,10-20k,Masters,Expat-Asian,1000+,Weekly,Snapchat,Celebrity,Reel,None,Snapchat,Yes,Yes,TooManyOptions,"Post, Reel",Neutral,No,Neutral,No,Inauthentic,Ads,Week,"Influencer, Ingredients"
27,Male,5-10k,HighSchool,Expat-Asian,100-250,Monthly,"Facebook, Instagram, Snapchat",Micro,Story,1-3,Facebook,Yes,Yes,Expensive,"Video, Reel, Post",Neutral,11-25%,SomewhatEffective,Yes,Inauthentic,SocialMedia,Never,"Influencer, Reviews"
31,Other,5-10k,Masters,Expat-Arab,100-250,Monthly,"Snapchat, Facebook, YouTube",Macro,Reel,None,Snapchat,Yes,No,NotSure,"Story, Post, Reel",Neutral,No,SomewhatEffective,No,Inauthentic,SocialMedia,Never,"Friends, Price"
27,Female,20-30k,Bachelors,Expat-Arab,250-500,Monthly,"Facebook, YouTube, Snapchat",Mega,Post,1-3,Facebook,Yes,Yes,Expensive,Story,Likely,1-10%,SomewhatEffective,No,Overpromo,OnlineSearch,Week,"Price, Ingredients"
20,Male,<5k,Bachelors,Expat-Arab,1000+,Rarely,"Snapchat, Facebook",Mega,Story,1-3,Facebook,Yes,Yes,NotSure,"Video, Post",VeryLikely,1-10%,Neutral,Yes,Inauthentic,OnlineSearch,Immediate,"Friends, Ingredients"
31,Female,30k+,Bachelors,Emirati,100-250,Quarterly,"Snapchat, YouTube, Instagram",Micro,Reel,1-3,Snapchat,No,No,NotTrusted,Post,Likely,50%+,HighlyEffective,Yes,None,SocialMedia,Week,"Brand, Friends"
23,Female,5-10k,Masters,Expat-Arab,250-500,Monthly,"Facebook, YouTube, Instagram",Micro,Post,1-3,Instagram,No,No,HardToFind,"Post, Reel",VeryLikely,11-25%,HighlyEffective,No,Overpromo,Ads,Month,"Ingredients, Friends"
34,Female,20-30k,Bachelors,Expat-Western,250-500,Monthly,"TikTok, YouTube",Macro,Video,1-3,TikTok,No,No,TooManyOptions,Reel,Neutral,1-10%,SomewhatEffective,Yes,Unrelatable,SocialMedia,Month,"Ingredients, Influencer"
24,Female,10-20k,Bachelors,Expat-Asian,250-500,Quarterly,"Facebook, YouTube, Snapchat",Micro,Post,None,YouTube,Yes,Yes,NotTrusted,"Post, Reel",VeryLikely,11-25%,NotEffective,No,Inauthentic,Ads,Month,"Price, Ingredients"
41,Female,20-30k,Doctorate,Expat-Asian,<100,Rarely,"YouTube, TikTok",Mega,Reel,None,TikTok,Yes,Yes,Expensive,"Video, Post",Neutral,No,SomewhatEffective,No,Overpromo,FriendsFamily,Later,"Brand, Friends"
25,Female,30k+,Masters,Expat-Asian,250-500,Quarterly,"Facebook, YouTube",Macro,Story,1-3,YouTube,No,No,NotTrusted,Video,Neutral,1-10%,Neutral,No,Overpromo,OnlineSearch,Week,"Price, Reviews"
28,Female,5-10k,Bachelors,Expat-Western,<100,Monthly,Facebook,Macro,Reel,1-3,Facebook,Yes,Yes,NotSure,Story,Likely,No,Neutral,No,Unrelatable,SocialMedia,Later,"Reviews, Brand"
36,Male,30k+,Bachelors,Emirati,250-500,Quarterly,Snapchat,Micro,Post,1-3,Snapchat,Yes,Yes,NotSure,Video,VeryLikely,No,SomewhatEffective,No,Overpromo,SocialMedia,Week,"Price, Influencer"
22,Male,5-10k,Bachelors,Expat-Arab,250-500,Monthly,"YouTube, Facebook, Instagram",Macro,Post,None,Facebook,Yes,Yes,Expensive,Reel,Likely,No,Neutral,Yes,Overpromo,SocialMedia,Immediate,"Reviews, Friends"
32,Male,5-10k,Bachelors,Expat-Arab,100-250,Monthly,"Snapchat, Instagram",Macro,Post,4-7,Snapchat,No,No,Expensive,"Reel, Post",Likely,1-10%,Neutral,No,Unrelatable,InStore,Month,"Price, Friends"
40,Female,5-10k,Bachelors,Expat-Asian,500-1000,Monthly,Instagram,Mega,Post,1-3,Instagram,No,Yes,TooManyOptions,"Reel, Post",Neutral,1-10%,SomewhatEffective,No,Repetitive,Ads,Immediate,"Ingredients, Influencer"
19,Male,10-20k,Masters,Other,<100,Monthly,Facebook,Micro,Story,None,Facebook,Yes,Yes,TooManyOptions,"Story, Post, Reel",VeryLikely,11-25%,SomewhatEffective,Yes,Inauthentic,SocialMedia,Month,"Price, Reviews"
32,Female,<5k,Masters,Expat-Arab,500-1000,Monthly,Facebook,Micro,Story,None,Facebook,No,Yes,NotSure,"Post, Reel",Unlikely,1-10%,SomewhatEffective,No,Repetitive,SocialMedia,Later,"Ingredients, Brand"
32,Female,10-20k,Bachelors,Expat-Western,100-250,Monthly,TikTok,Macro,Reel,8+,TikTok,Yes,Yes,NotSure,Reel,Neutral,No,SomewhatEffective,Yes,Unrelatable,SocialMedia,Week,"Friends, Influencer"
36,Male,10-20k,Bachelors,Expat-Western,100-250,Weekly,"Snapchat, TikTok, YouTube",Micro,Reel,1-3,YouTube,Yes,Yes,NotSure,Post,VeryLikely,11-25%,NotEffective,Yes,Unrelatable,InStore,Month,"Influencer, Reviews"
22,Female,10-20k,Bachelors,Expat-Arab,<100,Quarterly,Facebook,Macro,Reel,1-3,Facebook,No,No,NotSure,"Reel, Video",Neutral,11-25%,SomewhatEffective,No,Overpromo,SocialMedia,Week,"Influencer, Ingredients"
21,Female,20-30k,Doctorate,Expat-Arab,1000+,Weekly,"Snapchat, TikTok, YouTube",Mega,Reel,1-3,Snapchat,No,No,NotSure,"Video, Post, Reel",Neutral,26-50%,SomewhatEffective,No,Overpromo,Ads,Immediate,"Ingredients, Influencer"
34,Female,5-10k,Doctorate,Expat-Arab,<100,Monthly,"Snapchat, Facebook",Macro,Story,4-7,Facebook,No,No,TooManyOptions,"Video, Post, Reel",Neutral,1-10%,Neutral,No,Inauthentic,FriendsFamily,Month,"Price, Ingredients"
33,Male,5-10k,Bachelors,Other,100-250,Monthly,"YouTube, Snapchat, Facebook",Mega,Story,4-7,Snapchat,Yes,No,HardToFind,"Video, Story",VeryLikely,11-25%,SomewhatEffective,Yes,None,OnlineSearch,Later,"Brand, Price"
32,Female,5-10k,Masters,Expat-Arab,100-250,Rarely,YouTube,Micro,Story,1-3,YouTube,No,No,TooManyOptions,Post,VeryLikely,11-25%,SomewhatEffective,No,Overpromo,SocialMedia,Month,"Friends, Brand"
33,Female,5-10k,Bachelors,Expat-Western,250-500,Monthly,"Snapchat, YouTube",Micro,Reel,1-3,YouTube,No,Yes,NotSure,Post,Likely,No,Neutral,Yes,None,SocialMedia,Month,"Reviews, Influencer"
26,Female,<5k,Bachelors,Expat-Arab,250-500,Weekly,"TikTok, YouTube",Micro,Post,None,TikTok,No,Yes,NotSure,"Post, Story",Likely,No,SomewhatEffective,No,Overpromo,OnlineSearch,Later,"Brand, Friends"
32,Female,5-10k,HighSchool,Expat-Asian,<100,Monthly,"Snapchat, TikTok, Facebook",Micro,Post,4-7,TikTok,Yes,No,HardToFind,"Post, Video, Story",Unlikely,No,Neutral,No,Inauthentic,InStore,Later,"Friends, Reviews"
33,Female,5-10k,Bachelors,Expat-Arab,100-250,Quarterly,"Instagram, TikTok",Mega,Reel,1-3,TikTok,No,No,Expensive,"Reel, Story",Neutral,No,HighlyEffective,No,Overpromo,SocialMedia,Week,"Reviews, Influencer"
25,Female,30k+,Bachelors,Expat-Asian,100-250,Rarely,"YouTube, Snapchat, Instagram",Micro,Post,1-3,Instagram,No,No,Expensive,"Post, Reel",Unlikely,1-10%,HighlyEffective,No,Inauthentic,SocialMedia,Month,"Influencer, Reviews"
44,Female,10-20k,Bachelors,Expat-Western,100-250,Monthly,"Instagram, Snapchat",Macro,Video,4-7,Snapchat,Yes,No,TooManyOptions,"Reel, Video",VeryLikely,50%+,SomewhatEffective,No,Repetitive,InStore,Month,"Reviews, Ingredients"
34,Female,5-10k,Bachelors,Expat-Western,100-250,Monthly,"Instagram, Facebook, Snapchat",Macro,Video,4-7,Instagram,No,No,Expensive,"Story, Reel",VeryLikely,1-10%,SomewhatEffective,No,Repetitive,InStore,Later,"Brand, Ingredients"
22,Male,10-20k,Masters,Expat-Western,250-500,Quarterly,YouTube,Celebrity,Post,8+,YouTube,Yes,Yes,NotSure,Post,Neutral,11-25%,NotEffective,No,Repetitive,OnlineSearch,Month,"Ingredients, Friends"
35,Female,<5k,HighSchool,Emirati,100-250,Monthly,"YouTube, Facebook, Snapchat",Micro,Post,4-7,Snapchat,Yes,Yes,NotSure,Post,Likely,1-10%,NotEffective,No,Unrelatable,OnlineSearch,Week,"Reviews, Price"
24,Female,5-10k,Bachelors,Expat-Asian,100-250,Monthly,"Instagram, YouTube, Facebook",Micro,Story,8+,YouTube,No,No,NotTrusted,"Reel, Video",Likely,No,Neutral,No,Unrelatable,SocialMedia,Month,"Influencer, Brand"
36,Female,10-20k,Bachelors,Expat-Arab,100-250,Monthly,Facebook,Micro,Reel,1-3,Facebook,Yes,No,Expensive,"Story, Video, Post",Likely,No,SomewhatEffective,No,None,OnlineSearch,Month,"Brand, Price"
39,Male,10-20k,Bachelors,Expat-Arab,1000+,Weekly,"Facebook, Instagram, Snapchat",Macro,Story,4-7,Instagram,Yes,Yes,Expensive,"Video, Reel",VeryLikely,1-10%,NotEffective,No,Inauthentic,OnlineSearch,Month,"Influencer, Brand"
25,Female,5-10k,Bachelors,Expat-Asian,1000+,Monthly,"Facebook, TikTok, Instagram",Micro,Reel,4-7,Instagram,No,No,Expensive,Post,Neutral,1-10%,Neutral,Yes,Repetitive,FriendsFamily,Later,"Reviews, Friends"
37,Female,30k+,Bachelors,Expat-Arab,500-1000,Monthly,"Facebook, TikTok",Mega,Reel,1-3,TikTok,Yes,Yes,HardToFind,Video,Likely,50%+,SomewhatEffective,Yes,Unrelatable,InStore,Later,"Brand, Influencer"
33,Female,20-30k,HighSchool,Expat-Asian,100-250,Quarterly,"YouTube, Instagram, Snapchat",Macro,Story,None,Instagram,Yes,Yes,NotSure,"Reel, Video, Post",Neutral,No,Neutral,No,None,SocialMedia,Month,"Brand, Price"
36,Male,10-20k,Bachelors,Other,<100,Rarely,"YouTube, Snapchat",Macro,Post,8+,Snapchat,No,No,NotSure,"Video, Story",Unlikely,26-50%,HighlyEffective,No,Repetitive,Ads,Month,"Friends, Price"
44,Female,10-20k,Bachelors,Expat-Arab,100-250,Monthly,TikTok,Macro,Reel,1-3,TikTok,Yes,Yes,TooManyOptions,Story,VeryLikely,No,HighlyEffective,No,None,SocialMedia,Month,"Price, Ingredients"
29,Other,10-20k,Bachelors,Expat-Asian,100-250,Quarterly,"YouTube, TikTok",Micro,Post,4-7,YouTube,Yes,Yes,Expensive,Video,Unlikely,1-10%,Neutral,No,Unrelatable,SocialMedia,Month,"Ingredients, Friends"
25,Male,5-10k,Bachelors,Expat-Arab,250-500,Weekly,"Instagram, Snapchat",Macro,Reel,None,Snapchat,Yes,Yes,TooManyOptions,"Reel, Story",Likely,1-10%,SomewhatEffective,No,Inauthentic,SocialMedia,Never,"Price, Reviews"
24,Female,5-10k,Bachelors,Expat-Arab,250-500,Monthly,YouTube,Celebrity,Story,None,YouTube,Yes,Yes,Expensive,"Reel, Video",Unlikely,No,SomewhatEffective,No,Overpromo,InStore,Month,"Brand, Influencer"
25,Female,<5k,Bachelors,Expat-Arab,500-1000,Weekly,"Facebook, Instagram",Mega,Reel,1-3,Instagram,No,Yes,NotSure,"Reel, Post, Story",Likely,No,SomewhatEffective,No,Unrelatable,SocialMedia,Week,"Reviews, Ingredients"
30,Female,10-20k,Masters,Expat-Western,500-1000,Rarely,TikTok,Mega,Video,1-3,TikTok,No,No,NotSure,"Post, Reel, Story",Neutral,No,NotEffective,Yes,Repetitive,SocialMedia,Month,"Ingredients, Influencer"
33,Female,10-20k,HighSchool,Expat-Western,100-250,Quarterly,"Instagram, TikTok, Facebook",Mega,Video,1-3,TikTok,Yes,Yes,TooManyOptions,"Reel, Story, Post",Likely,No,SomewhatEffective,No,Inauthentic,InStore,Month,"Price, Friends"
32,Female,5-10k,HighSchool,Expat-Western,250-500,Quarterly,"Instagram, YouTube, Snapchat",Micro,Story,1-3,Snapchat,No,No,NotSure,"Reel, Story",Neutral,11-25%,SomewhatEffective,No,Overpromo,SocialMedia,Month,"Reviews, Friends"
36,Female,30k+,Masters,Other,100-250,Quarterly,"Snapchat, TikTok",Micro,Post,None,TikTok,Yes,Yes,Expensive,"Story, Reel",Neutral,No,HighlyEffective,No,Inauthentic,FriendsFamily,Month,"Brand, Ingredients"
31,Female,20-30k,Bachelors,Expat-Arab,<100,Quarterly,"Instagram, Snapchat, YouTube",Micro,Reel,None,YouTube,Yes,No,TooManyOptions,"Video, Reel, Story",Likely,1-10%,SomewhatEffective,No,Repetitive,OnlineSearch,Week,"Price, Reviews"
41,Female,10-20k,Bachelors,Expat-Arab,250-500,Rarely,Snapchat,Micro,Story,1-3,Snapchat,No,Yes,NotSure,Video,Unlikely,No,NotEffective,Yes,Inauthentic,SocialMedia,Immediate,"Price, Friends"
29,Male,10-20k,Masters,Expat-Asian,<100,Quarterly,"Instagram, TikTok, Snapchat",Micro,Post,1-3,TikTok,No,No,TooManyOptions,Reel,Likely,11-25%,SomewhatEffective,Yes,Unrelatable,SocialMedia,Week,"Reviews, Influencer"
50,Female,20-30k,Masters,Expat-Asian,100-250,Quarterly,YouTube,Macro,Video,4-7,YouTube,Yes,Yes,NotSure,"Reel, Video",Likely,11-25%,SomewhatEffective,No,Inauthentic,FriendsFamily,Month,"Influencer, Reviews"
35,Female,<5k,Masters,Expat-Arab,100-250,Monthly,"Instagram, Facebook, YouTube",Macro,Post,1-3,Facebook,Yes,Yes,TooManyOptions,Video,Neutral,11-25%,SomewhatEffective,Yes,Overpromo,FriendsFamily,Immediate,"Friends, Brand"
24,Female,20-30k,Bachelors,Expat-Arab,250-500,Monthly,"Facebook, YouTube",Mega,Post,None,Facebook,Yes,Yes,NotSure,"Story, Video",Neutral,1-10%,NotEffective,Yes,None,SocialMedia,Later,"Influencer, Price"
23,Female,<5k,Bachelors,Expat-Asian,250-500,Monthly,"Instagram, Facebook, TikTok",Macro,Post,1-3,Instagram,Yes,No,Expensive,"Post, Reel, Story",Likely,No,SomewhatEffective,No,Inauthentic,OnlineSearch,Week,"Reviews, Ingredients"
34,Female,20-30k,Bachelors,Expat-Asian,100-250,Monthly,"TikTok, Snapchat, YouTube",Celebrity,Reel,None,YouTube,Yes,Yes,NotSure,"Reel, Story",Likely,11-25%,Neutral,No,Inauthentic,InStore,Never,"Influencer, Ingredients"
29,Female,5-10k,HighSchool,Expat-Arab,500-1000,Monthly,"Instagram, Facebook, YouTube",Micro,Reel,None,YouTube,No,No,NotSure,"Story, Post",VeryUnlikely,No,SomewhatEffective,No,Inauthentic,OnlineSearch,Week,"Brand, Reviews"
35,Male,20-30k,Bachelors,Expat-Asian,100-250,Monthly,TikTok,Micro,Story,1-3,TikTok,Yes,Yes,NotTrusted,"Video, Reel",Neutral,No,HighlyEffective,Yes,Overpromo,SocialMedia,Immediate,"Price, Reviews"
34,Female,30k+,Bachelors,Expat-Asian,100-250,Quarterly,Facebook,Macro,Story,4-7,Facebook,No,No,TooManyOptions,Reel,VeryLikely,No,NotEffective,No,Unrelatable,SocialMedia,Month,"Ingredients, Friends"
30,Male,<5k,Masters,Expat-Asian,250-500,Weekly,"TikTok, Facebook",Micro,Story,4-7,Facebook,Yes,Yes,NotSure,"Reel, Story",Likely,1-10%,NotEffective,No,Overpromo,Ads,Week,"Influencer, Price"
25,Male,5-10k,Bachelors,Expat-Arab,250-500,Monthly,TikTok,Micro,Reel,4-7,TikTok,Yes,No,NotTrusted,Video,VeryUnlikely,1-10%,NotEffective,No,Unrelatable,SocialMedia,Never,"Reviews, Influencer"
20,Male,30k+,Bachelors,Expat-Asian,1000+,Monthly,"YouTube, TikTok, Facebook",Micro,Post,1-3,Facebook,Yes,Yes,NotSure,"Reel, Story, Video",Neutral,1-10%,NotEffective,No,Inauthentic,SocialMedia,Immediate,"Brand, Reviews"
27,Female,10-20k,Bachelors,Emirati,100-250,Rarely,"TikTok, Facebook, Instagram",Micro,Video,1-3,Facebook,Yes,Yes,Expensive,"Reel, Video, Post",Unlikely,No,Neutral,No,Repetitive,SocialMedia,Month,"Ingredients, Friends"
36,Female,20-30k,HighSchool,Expat-Arab,250-500,Monthly,TikTok,Macro,Post,1-3,TikTok,No,No,NotTrusted,Reel,Likely,No,Neutral,No,Repetitive,InStore,Never,"Price, Influencer"
32,Female,10-20k,HighSchool,Expat-Asian,250-500,Monthly,"Instagram, TikTok, Snapchat",Macro,Video,1-3,Snapchat,Yes,No,Expensive,"Post, Reel",Neutral,26-50%,Neutral,No,None,SocialMedia,Month,"Ingredients, Influencer"
22,Female,5-10k,Bachelors,Expat-Asian,500-1000,Quarterly,"Instagram, YouTube",Macro,Post,8+,Instagram,Yes,No,HardToFind,"Reel, Story, Video",Neutral,1-10%,SomewhatEffective,Yes,None,SocialMedia,Week,"Price, Ingredients"
32,Male,5-10k,HighSchool,Expat-Arab,<100,Monthly,"Instagram, YouTube",Macro,Reel,None,YouTube,No,Yes,TooManyOptions,"Reel, Video",Likely,No,HighlyEffective,No,Overpromo,Ads,Week,"Ingredients, Influencer"
33,Male,5-10k,Bachelors,Expat-Asian,250-500,Monthly,YouTube,Macro,Post,None,YouTube,No,No,NotSure,Story,Neutral,1-10%,SomewhatEffective,Yes,Overpromo,OnlineSearch,Month,"Ingredients, Reviews"
24,Male,10-20k,Masters,Expat-Asian,250-500,Monthly,TikTok,Micro,Post,1-3,TikTok,Yes,Yes,NotSure,"Video, Story",Neutral,No,NotEffective,Yes,Repetitive,Ads,Week,"Friends, Price"
32,Male,5-10k,Masters,Expat-Western,100-250,Monthly,"YouTube, Facebook",Micro,Video,4-7,Facebook,Yes,No,TooManyOptions,"Story, Post, Video",Likely,No,SomewhatEffective,Yes,Inauthentic,SocialMedia,Month,"Friends, Brand"
31,Female,10-20k,Bachelors,Expat-Asian,100-250,Rarely,"Snapchat, TikTok",Micro,Video,4-7,TikTok,No,No,Expensive,"Reel, Post",Unlikely,No,Neutral,No,Inauthentic,OnlineSearch,Later,"Ingredients, Price"
22,Female,10-20k,Bachelors,Expat-Asian,100-250,Monthly,Snapchat,Macro,Story,1-3,Snapchat,No,No,Expensive,"Video, Post, Story",Unlikely,No,HighlyEffective,Yes,Inauthentic,OnlineSearch,Later,"Brand, Influencer"
33,Female,10-20k,Masters,Expat-Asian,250-500,Monthly,Facebook,Mega,Reel,8+,Facebook,No,No,NotTrusted,"Video, Story",Unlikely,No,SomewhatEffective,No,Overpromo,InStore,Immediate,"Ingredients, Friends"
34,Female,20-30k,Masters,Expat-Arab,500-1000,Weekly,Facebook,Macro,Reel,1-3,Facebook,Yes,Yes,NotTrusted,"Video, Reel, Story",Unlikely,26-50%,SomewhatEffective,No,Overpromo,SocialMedia,Week,"Reviews, Ingredients"
38,Male,30k+,Bachelors,Expat-Arab,250-500,Monthly,"TikTok, Snapchat, Instagram",Micro,Video,4-7,Snapchat,No,No,TooManyOptions,"Reel, Story, Video",Likely,1-10%,HighlyEffective,Yes,Inauthentic,InStore,Week,"Price, Reviews"
38,Female,5-10k,Masters,Expat-Arab,250-500,Quarterly,Instagram,Macro,Story,8+,Instagram,Yes,Yes,NotTrusted,"Video, Story, Reel",Likely,1-10%,HighlyEffective,No,Inauthentic,SocialMedia,Month,"Brand, Friends"
21,Female,20-30k,Bachelors,Expat-Asian,250-500,Monthly,Facebook,Macro,Reel,4-7,Facebook,Yes,Yes,Expensive,Post,Unlikely,1-10%,SomewhatEffective,Yes,Unrelatable,Ads,Month,"Influencer, Reviews"
24,Female,10-20k,Masters,Expat-Asian,<100,Weekly,"YouTube, TikTok, Snapchat",Macro,Story,1-3,Snapchat,No,No,NotTrusted,Post,Likely,50%+,Neutral,No,Inauthentic,SocialMedia,Later,"Price, Ingredients"
34,Male,10-20k,Doctorate,Expat-Arab,100-250,Monthly,"Facebook, YouTube",Macro,Story,1-3,YouTube,Yes,Yes,NotSure,Post,Likely,No,HighlyEffective,No,None,SocialMedia,Month,"Friends, Price"
34,Male,30k+,HighSchool,Emirati,100-250,Weekly,Instagram,Macro,Video,1-3,Instagram,Yes,Yes,Expensive,"Reel, Post",Likely,11-25%,SomewhatEffective,Yes,Inauthentic,InStore,Week,"Friends, Influencer"
34,Female,5-10k,Masters,Expat-Asian,100-250,Weekly,"Facebook, Snapchat, YouTube",Macro,Post,1-3,YouTube,Yes,Yes,NotSure,"Post, Story",VeryLikely,1-10%,HighlyEffective,No,Unrelatable,SocialMedia,Month,"Ingredients, Price"
57,Female,<5k,Bachelors,Expat-Arab,100-250,Quarterly,Facebook,Macro,Post,4-7,Facebook,Yes,No,NotTrusted,"Story, Post",Neutral,No,Neutral,No,Overpromo,OnlineSearch,Week,"Brand, Reviews"
34,Female,20-30k,Doctorate,Expat-Asian,250-500,Quarterly,Facebook,Micro,Reel,None,Facebook,No,No,NotTrusted,"Video, Story, Post",Likely,No,SomewhatEffective,Yes,Inauthentic,FriendsFamily,Week,"Reviews, Friends"
38,Female,5-10k,Bachelors,Emirati,100-250,Quarterly,"TikTok, Snapchat, YouTube",Macro,Reel,1-3,YouTube,No,No,NotSure,"Post, Video",Likely,1-10%,SomewhatEffective,No,Overpromo,OnlineSearch,Week,"Price, Reviews"
37,Female,20-30k,Masters,Expat-Asian,100-250,Quarterly,"YouTube, TikTok",Micro,Post,4-7,TikTok,Yes,Yes,Expensive,Story,VeryUnlikely,1-10%,SomewhatEffective,No,Overpromo,SocialMedia,Week,"Price, Reviews"
35,Female,20-30k,HighSchool,Expat-Western,100-250,Quarterly,"Instagram, TikTok, YouTube",Micro,Story,None,Instagram,Yes,Yes,Expensive,Story,Neutral,No,SomewhatEffective,Yes,Repetitive,SocialMedia,Month,"Friends, Brand"
28,Female,<5k,Bachelors,Expat-Arab,<100,Weekly,Instagram,Celebrity,Video,1-3,Instagram,No,No,TooManyOptions,"Reel, Video, Post",Unlikely,1-10%,Neutral,No,Repetitive,SocialMedia,Month,"Brand, Reviews"
36,Female,20-30k,HighSchool,Expat-Asian,500-1000,Quarterly,"YouTube, Snapchat",Celebrity,Post,1-3,Snapchat,No,No,HardToFind,"Post, Reel, Story",Neutral,1-10%,Neutral,Yes,Inauthentic,FriendsFamily,Week,"Friends, Influencer"
25,Female,5-10k,Doctorate,Emirati,500-1000,Quarterly,"Facebook, TikTok, Instagram",Micro,Reel,1-3,Facebook,Yes,No,NotTrusted,"Story, Post",Unlikely,1-10%,HighlyEffective,No,Inauthentic,OnlineSearch,Never,"Influencer, Friends"
