Age,Gender,Nationality,Occupation,Income_Bracket,Income_Numeric,Buy_Frequency,Monthly_Spend,Brand_Preferences,Influencer_Purchased,Platforms_Followed,Influencer_Tier,Ad_Formats_Engaged,Engagement_Level,Motivations,Skincare_Concerns,Online_Buying_Challenges,Influencer_1Month_Importance,Likelihood_Buy_Next_Month,Giveaway_Challenge_Participation,Willingness_to_Pay_More,Open_Feedback,Last_Brand_Purchased
18-24,Female,Filipino,Student,5000-10000,4430.0,2–3 times a month,725.0,"Drugstore,Premium",Yes,Snapchat,Micro-influencer,"Reel/Short Video,Post",Often,"Discounts/offers,Influencer recommendation","Acne,Aging/wrinkles,Dryness,Hyperpigmentation","Lack of trust in reviews,Not sure if product suits me",Very important,Neutral,No,0% (none),Share more honest reviews.,
25-34,Male,Other,Employed full-time,10000-20000,7946.0,Weekly,607.0,"Drugstore,Premium",No,"Other,YouTube,TikTok",Macro-influencer,"Post,Story,Live Stream",Rarely,"Influencer recommendation,Discounts/offers",Oily skin,"Not sure if product suits me,Lack of trust in reviews,Delivery issues",Somewhat important,Likely,Yes,21–30%,Use less retouching in photos.,Cetaphil
18-24,Female,Egyptian,Other,5000-10000,7046.0,Less than once a month,501.0,"Premium,Dermatologist-recommended,Drugstore",Yes,"TikTok,Instagram",Macro-influencer,Story,Sometimes,"Discounts/offers,Reviews","Acne,Sensitivity,Dryness,Oily skin","Hard to judge authenticity,Prefer in-store experience",Very important,Neutral,Yes,0% (none),Include more before-and-after photos.,CeraVe
35-44,Female,Emirati,Business owner,10000-20000,2701.0,2–3 times a month,494.0,"International brands,Premium,Drugstore",Yes,Instagram,Micro-influencer,Story,Always,"Ingredients,Influencer recommendation",Aging/wrinkles,"Delivery issues,Too many choices,Not sure if product suits me",Very important,Very unlikely,No,0% (none),Use less retouching in photos.,
25-34,Male,Emirati,Unemployed,5000-10000,3010.0,Weekly,243.0,"Drugstore,International brands,Organic/Natural,Dermatologist-recommended",Yes,TikTok,Micro-influencer,Reel/Short Video,Always,"Influencer recommendation,Discounts/offers","Oily skin,Acne,Dryness,Hyperpigmentation",Not sure if product suits me,Very important,Very likely,Yes,0% (none),,
18-24,Female,Filipino,Employed full-time,10000-20000,18352.0,Once a month,1269.0,"International brands,Dermatologist-recommended",No,"Facebook,Instagram,TikTok",Micro-influencer,"Reel/Short Video,Long-form Video",Often,"Influencer recommendation,Dermatologist advice","Sensitivity,Acne,Oily skin","Prefer in-store experience,Hard to judge authenticity",Very important,Neutral,Yes,1–10%,Show skincare routine without filters.,
18-24,Female,Other,Employed full-time,10000-20000,4468.0,Less than once a month,795.0,Organic/Natural,Yes,YouTube,Micro-influencer,Post,Often,"Influencer recommendation,Ingredients","Hyperpigmentation,Acne","Delivery issues,Prefer in-store experience,Not sure if product suits me",Very important,Neutral,No,0% (none),,The Ordinary
18-24,Female,Filipino,Business owner,5000-10000,3952.0,Once a month,1032.0,"International brands,Premium,Drugstore,Local brands",Yes,Instagram,Celebrity influencer,"Blog/Article,Post",Rarely,"Discounts/offers,Brand reputation","Acne,Aging/wrinkles,Hyperpigmentation",Hard to judge authenticity,Not important,Unlikely,Yes,0% (none),Share more honest reviews.,CeraVe
18-24,Female,Filipino,Employed part-time,<5000,8327.0,2–3 times a month,705.0,"Dermatologist-recommended,Drugstore",No,YouTube,Macro-influencer,"Reel/Short Video,Post,Blog/Article",Rarely,"Discounts/offers,Ingredients","Acne,Aging/wrinkles,Hyperpigmentation,Oily skin",Hard to judge authenticity,Very important,Very likely,Yes,1–10%,Show skincare routine without filters.,La Roche-Posay
35-44,Female,Emirati,Employed full-time,<5000,15178.0,Once a month,416.0,"Premium,Drugstore,International brands",Yes,"Facebook,Instagram",Macro-influencer,"Long-form Video,Story,Reel/Short Video",Always,"Discounts/offers,Ingredients","Dryness,Oily skin,Hyperpigmentation,Other","Hard to judge authenticity,Prefer in-store experience",Neutral,Neutral,No,0% (none),Include more before-and-after photos.,CeraVe
25-34,Male,Pakistani,Student,10000-20000,2576.0,2–3 times a month,234.0,"Organic/Natural,International brands",Yes,YouTube,Mega-influencer,"Reel/Short Video,Blog/Article,Long-form Video",Rarely,"Packaging/design,Ingredients","Dryness,Oily skin",Prefer in-store experience,Not important,Very unlikely,Yes,11–20%,Include more before-and-after photos.,Glow Recipe
35-44,Prefer not to say,Egyptian,Employed full-time,20000-35000,9739.0,2–3 times a month,602.0,"Premium,Dermatologist-recommended,Drugstore,Local brands",Yes,"Instagram,Snapchat,YouTube",Micro-influencer,Blog/Article,Rarely,"Ingredients,Packaging/design","Dryness,Hyperpigmentation,Sensitivity","Not sure if product suits me,Delivery issues",Important,Neutral,Maybe,0% (none),Be more transparent about paid partnerships.,Drunk Elephant
25-34,Male,Indian,Employed full-time,<5000,3142.0,2–3 times a month,321.0,International brands,No,YouTube,Mega-influencer,"Reel/Short Video,Long-form Video,Post",Sometimes,"Friends/family recommendation,Reviews",Aging/wrinkles,"Delivery issues,Too many choices,Prefer in-store experience",Very important,Very likely,No,1–10%,Share more honest reviews.,Cetaphil
18-24,Female,Egyptian,Employed full-time,10000-20000,2334.0,Once a month,366.0,Premium,No,"TikTok,Facebook,Instagram",Celebrity influencer,"Long-form Video,Story",Sometimes,"Ingredients,Influencer recommendation","Sensitivity,Acne","Too many choices,Not sure if product suits me",Important,Unlikely,Yes,Over 30%,,Neutrogena
35-44,Female,Other,Other,5000-10000,2488.0,2–3 times a month,1319.0,"Drugstore,International brands,Local brands",Yes,"Facebook,Other,Instagram",Macro-influencer,"Live Stream,Post,Story",Sometimes,"Reviews,Discounts/offers","Aging/wrinkles,Dryness","Not sure if product suits me,Lack of trust in reviews,Delivery issues",Very important,Very unlikely,No,0% (none),Use less retouching in photos.,CeraVe
35-44,Female,Indian,Employed full-time,5000-10000,18171.0,Weekly,1191.0,Drugstore,Yes,"Instagram,Other",Micro-influencer,"Blog/Article,Post,Live Stream",Rarely,"Brand reputation,Discounts/offers","Acne,Hyperpigmentation","Hard to judge authenticity,Too many choices",Important,Likely,Yes,0% (none),,Glow Recipe
25-34,Female,Filipino,Homemaker,20000-35000,3130.0,More than once a week,698.0,"International brands,Organic/Natural,Premium,Local brands",Yes,"YouTube,TikTok,Instagram",Macro-influencer,Post,Always,"Packaging/design,Influencer recommendation","Hyperpigmentation,Acne,Aging/wrinkles,Sensitivity","Too many choices,Lack of trust in reviews,Hard to judge authenticity",Neutral,Neutral,No,21–30%,,The Ordinary
35-44,Male,Indian,Employed full-time,5000-10000,2416.0,Weekly,537.0,"Organic/Natural,International brands,K-beauty/J-beauty",No,"TikTok,YouTube,Facebook",Mega-influencer,"Post,Story",Always,"Discounts/offers,Dermatologist advice","Aging/wrinkles,Hyperpigmentation,Acne,Oily skin","Not sure if product suits me,Hard to judge authenticity,Lack of trust in reviews",Somewhat important,Likely,Maybe,1–10%,,Huda Beauty
25-34,Male,Egyptian,Employed part-time,5000-10000,7185.0,2–3 times a month,209.0,Drugstore,No,"Instagram,YouTube,TikTok",Micro-influencer,"Reel/Short Video,Blog/Article,Post",Sometimes,"Reviews,Influencer recommendation","Aging/wrinkles,Dryness,Oily skin,Hyperpigmentation","Not sure if product suits me,Hard to judge authenticity,Too many choices",Important,Likely,Maybe,1–10%,,Glow Recipe
25-34,Male,Pakistani,Other,<5000,18721.0,2–3 times a month,166.0,"Organic/Natural,Drugstore",Yes,"YouTube,Instagram",Micro-influencer,Long-form Video,Sometimes,"Discounts/offers,Ingredients","Aging/wrinkles,Sensitivity,Oily skin",Lack of trust in reviews,Not important,Unlikely,Maybe,1–10%,,CeraVe
25-34,Male,Pakistani,Student,<5000,4739.0,Once a month,892.0,"International brands,Dermatologist-recommended,Organic/Natural",Yes,"Instagram,Other,YouTube",Mega-influencer,"Blog/Article,Reel/Short Video",Often,"Discounts/offers,Packaging/design",Other,Not sure if product suits me,Important,Likely,No,0% (none),Include more before-and-after photos.,Neutrogena
Under 18,Female,Egyptian,Student,5000-10000,6929.0,Once a month,923.0,Drugstore,No,"Instagram,TikTok",Celebrity influencer,"Story,Blog/Article",Often,"Reviews,Packaging/design","Oily skin,Dryness,Hyperpigmentation,Acne","Not sure if product suits me,Too many choices,Prefer in-store experience",Not important,Very unlikely,No,21–30%,,
18-24,Male,Indian,Employed full-time,<5000,2367.0,Less than once a month,276.0,"Dermatologist-recommended,International brands",No,Instagram,Macro-influencer,"Post,Reel/Short Video,Story",Sometimes,"Influencer recommendation,Discounts/offers",Aging/wrinkles,Delivery issues,Very important,Neutral,Yes,11–20%,Include more before-and-after photos.,Drunk Elephant
Under 18,Male,Other,Student,10000-20000,7365.0,2–3 times a month,296.0,"Organic/Natural,International brands,Drugstore",No,"TikTok,Snapchat",Micro-influencer,"Reel/Short Video,Story,Live Stream",Sometimes,"Ingredients,Brand reputation","Acne,Aging/wrinkles,Sensitivity,Other","Prefer in-store experience,Too many choices",Important,Likely,Maybe,1–10%,Include more before-and-after photos.,
25-34,Non-binary/Other,Filipino,Business owner,5000-10000,9757.0,Once a month,834.0,"Premium,International brands,Dermatologist-recommended,Drugstore",No,"TikTok,Snapchat",Micro-influencer,"Story,Blog/Article",Sometimes,"Brand reputation,Ingredients","Acne,Aging/wrinkles,Hyperpigmentation,Oily skin","Not sure if product suits me,Prefer in-store experience,Too many choices",Important,Neutral,Yes,21–30%,Use less retouching in photos.,La Roche-Posay
18-24,Female,Indian,Unemployed,10000-20000,9615.0,Once a month,1076.0,"Drugstore,Dermatologist-recommended,International brands,Organic/Natural",No,"YouTube,TikTok",Macro-influencer,"Long-form Video,Blog/Article",Rarely,"Reviews,Influencer recommendation",Hyperpigmentation,"Not sure if product suits me,Prefer in-store experience",Neutral,Unlikely,No,1–10%,Show skincare routine without filters.,La Roche-Posay
25-34,Female,British,Employed full-time,<5000,5637.0,More than once a week,1030.0,International brands,Yes,TikTok,Celebrity influencer,Post,Sometimes,"Influencer recommendation,Dermatologist advice","Dryness,Aging/wrinkles,Oily skin","Lack of trust in reviews,Hard to judge authenticity,Delivery issues",Somewhat important,Very unlikely,Yes,1–10%,,Glow Recipe
45 or older,Prefer not to say,Egyptian,Employed full-time,5000-10000,5412.0,Once a month,1414.0,"Organic/Natural,Drugstore,Dermatologist-recommended",Yes,Facebook,Micro-influencer,Reel/Short Video,Often,"Brand reputation,Friends/family recommendation","Sensitivity,Dryness","Delivery issues,Too many choices,Lack of trust in reviews",Important,Very likely,Yes,Over 30%,,Drunk Elephant
18-24,Male,Indian,Employed full-time,10000-20000,3015.0,Once a month,1855.0,"Local brands,International brands,K-beauty/J-beauty,Drugstore",Yes,"Instagram,TikTok",Micro-influencer,"Story,Long-form Video",Often,"Influencer recommendation,Discounts/offers","Acne,Dryness",Prefer in-store experience,Important,Very likely,Yes,0% (none),Show skincare routine without filters.,
25-34,Female,Egyptian,Business owner,>35000,6113.0,Less than once a month,454.0,"Drugstore,International brands,Premium,Local brands",No,Instagram,Mega-influencer,"Long-form Video,Blog/Article",Often,"Ingredients,Discounts/offers","Aging/wrinkles,Hyperpigmentation,Acne,Dryness",Lack of trust in reviews,Somewhat important,Neutral,Yes,0% (none),Be more transparent about paid partnerships.,Neutrogena
35-44,Female,Other,Student,<5000,2943.0,2–3 times a month,270.0,"Dermatologist-recommended,Drugstore,Premium",Yes,Instagram,Micro-influencer,"Reel/Short Video,Story,Long-form Video",Sometimes,"Packaging/design,Reviews","Acne,Aging/wrinkles,Oily skin","Lack of trust in reviews,Too many choices",Somewhat important,Unlikely,Yes,0% (none),,Huda Beauty
18-24,Female,Indian,Employed full-time,20000-35000,15095.0,2–3 times a month,273.0,"Drugstore,Local brands,Dermatologist-recommended",Yes,"TikTok,YouTube,Instagram",Mega-influencer,"Blog/Article,Post",Often,"Influencer recommendation,Reviews","Acne,Hyperpigmentation,Sensitivity","Too many choices,Delivery issues,Not sure if product suits me",Very important,Very likely,Yes,Over 30%,Show skincare routine without filters.,
18-24,Male,Other,Employed part-time,10000-20000,32505.0,Once a month,355.0,"Dermatologist-recommended,Local brands,International brands,Premium",Yes,YouTube,Micro-influencer,Reel/Short Video,Never,"Reviews,Influencer recommendation","Oily skin,Hyperpigmentation,Sensitivity,Acne",Too many choices,Neutral,Likely,Yes,1–10%,Include more before-and-after photos.,Neutrogena
18-24,Female,Indian,Employed part-time,10000-20000,33581.0,2–3 times a month,687.0,"Organic/Natural,Drugstore,Premium,Dermatologist-recommended",Yes,"TikTok,Facebook,Instagram",Mega-influencer,Story,Sometimes,"Reviews,Ingredients","Dryness,Sensitivity",Too many choices,Not important,Neutral,Yes,0% (none),,Cetaphil
18-24,Male,Indian,Employed full-time,10000-20000,20027.0,Weekly,569.0,"International brands,Local brands,Drugstore,Premium",No,TikTok,Celebrity influencer,"Long-form Video,Reel/Short Video,Post",Often,"Dermatologist advice,Brand reputation",Aging/wrinkles,"Hard to judge authenticity,Too many choices,Not sure if product suits me",Not important,Likely,Yes,0% (none),Use less retouching in photos.,Huda Beauty
45 or older,Male,Indian,Business owner,<5000,10264.0,Weekly,420.0,Premium,Yes,TikTok,Micro-influencer,"Blog/Article,Live Stream",Sometimes,"Reviews,Influencer recommendation","Oily skin,Sensitivity",Not sure if product suits me,Very important,Unlikely,No,0% (none),,Neutrogena
35-44,Female,Other,Student,<5000,12862.0,More than once a week,623.0,"K-beauty/J-beauty,Drugstore",Yes,Snapchat,Mega-influencer,"Blog/Article,Story",Sometimes,"Influencer recommendation,Friends/family recommendation","Hyperpigmentation,Sensitivity","Lack of trust in reviews,Too many choices,Prefer in-store experience",Very important,Likely,Maybe,0% (none),Show skincare routine without filters.,Neutrogena
25-34,Female,Pakistani,Employed full-time,10000-20000,5022.0,Weekly,399.0,"International brands,Organic/Natural,Local brands,Drugstore",No,"Facebook,TikTok,Instagram",Celebrity influencer,"Post,Reel/Short Video,Story",Often,"Discounts/offers,Influencer recommendation",Oily skin,Too many choices,Neutral,Very likely,No,21–30%,,Drunk Elephant
35-44,Female,Indian,Unemployed,5000-10000,10967.0,2–3 times a month,857.0,"Drugstore,Local brands,International brands",Yes,TikTok,Celebrity influencer,Reel/Short Video,Always,"Brand reputation,Discounts/offers",Aging/wrinkles,Lack of trust in reviews,Somewhat important,Very unlikely,Yes,11–20%,,
35-44,Male,Filipino,Business owner,20000-35000,7473.0,Once a month,1112.0,Organic/Natural,No,Facebook,Micro-influencer,Reel/Short Video,Sometimes,"Dermatologist advice,Reviews","Oily skin,Acne,Aging/wrinkles,Sensitivity","Lack of trust in reviews,Hard to judge authenticity,Prefer in-store experience",Important,Likely,Yes,Over 30%,Show skincare routine without filters.,Cetaphil
18-24,Female,Pakistani,Student,5000-10000,7920.0,Less than once a month,4767.0,"K-beauty/J-beauty,Dermatologist-recommended,Premium,International brands",No,Instagram,Macro-influencer,Post,Often,"Discounts/offers,Dermatologist advice","Other,Aging/wrinkles,Oily skin","Delivery issues,Not sure if product suits me",Neutral,Likely,Yes,0% (none),Share more honest reviews.,Neutrogena
35-44,Male,Emirati,Employed full-time,<5000,14761.0,Less than once a month,427.0,"Drugstore,Local brands",No,"Snapchat,YouTube",Micro-influencer,Reel/Short Video,Always,"Dermatologist advice,Ingredients","Hyperpigmentation,Dryness,Other,Aging/wrinkles","Delivery issues,Prefer in-store experience",Neutral,Very likely,Maybe,1–10%,,Cetaphil
25-34,Male,Other,Employed full-time,10000-20000,4981.0,2–3 times a month,788.0,International brands,No,"YouTube,Facebook",Micro-influencer,"Story,Reel/Short Video",Often,"Reviews,Discounts/offers","Aging/wrinkles,Acne,Oily skin","Delivery issues,Too many choices,Hard to judge authenticity",Neutral,Neutral,Yes,1–10%,Be more transparent about paid partnerships.,La Roche-Posay
35-44,Female,Egyptian,Employed full-time,5000-10000,5445.0,Weekly,9281.0,Dermatologist-recommended,Yes,"TikTok,Instagram,Snapchat",Macro-influencer,"Reel/Short Video,Story",Sometimes,"Friends/family recommendation,Ingredients","Oily skin,Dryness,Other,Aging/wrinkles","Too many choices,Delivery issues",Not important,Very likely,No,21–30%,,The Ordinary
35-44,Female,Filipino,Employed full-time,10000-20000,25270.0,2–3 times a month,865.0,"Premium,Organic/Natural",No,"TikTok,Instagram",Micro-influencer,Reel/Short Video,Never,"Packaging/design,Discounts/offers","Aging/wrinkles,Sensitivity","Prefer in-store experience,Too many choices,Hard to judge authenticity",Very important,Neutral,Yes,Over 30%,,Cetaphil
